Subject,Start Date,Start Time,End Date,End Time,Description
*ВІА Зал DL *ВІА(ПЗПІ-23-)-1; №1,06/10/2025,01:10 PM,06/10/2025,02:45 PM,*ВІА Зал DL *ВІА(ПЗПІ-23-)-1
*ВІА Лк DL *ВІА(ПЗПІ-23-)-1;*ВІА(ПЗПІ-23-)-2;*ВІА(ПЗПІ-23-)-3;*ВІА(ПЗПІ-23-)-4;*ВІА(ПЗПІ-23-)-5; №9,04/18/2025,07:45 AM,04/18/2025,09:20 AM,*ВІА Лк DL *ВІА(ПЗПІ-23-)-1;*ВІА(ПЗПІ-23-)-2;*ВІА(ПЗПІ-23-)-3;*ВІА(ПЗПІ-23-)-4;*ВІА(ПЗПІ-23-)-5
*ВІА Лк DL *ВІА(ПЗПІ-23-)-1;*ВІА(ПЗПІ-23-)-2;*ВІА(ПЗПІ-23-)-3;*ВІА(ПЗПІ-23-)-4;*ВІА(ПЗПІ-23-)-5; №10,04/25/2025,07:45 AM,04/25/2025,09:20 AM,*ВІА Лк DL *ВІА(ПЗПІ-23-)-1;*ВІА(ПЗПІ-23-)-2;*ВІА(ПЗПІ-23-)-3;*ВІА(ПЗПІ-23-)-4;*ВІА(ПЗПІ-23-)-5
*ВІА Пз DL *ВІА(ПЗПІ-23-)-1; №1,03/05/2025,07:45 AM,03/05/2025,09:20 AM,*ВІА Пз DL *ВІА(ПЗПІ-23-)-1
*ВІА Пз DL *ВІА(ПЗПІ-23-)-1; №2,03/05/2025,09:30 AM,03/05/2025,11:05 AM,*ВІА Пз DL *ВІА(ПЗПІ-23-)-1
*ВІА Пз DL *ВІА(ПЗПІ-23-)-1; №3,04/14/2025,07:45 AM,04/14/2025,09:20 AM,*ВІА Пз DL *ВІА(ПЗПІ-23-)-1
*ВІА Пз DL *ВІА(ПЗПІ-23-)-1; №4,04/14/2025,09:30 AM,04/14/2025,11:05 AM,*ВІА Пз DL *ВІА(ПЗПІ-23-)-1
*ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1; №1,06/21/2025,11:15 AM,06/21/2025,12:50 PM,*ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лб DL *ДРСД(ПЗПІ-23-)-1; №1,05/10/2025,02:55 PM,05/10/2025,04:30 PM,*ДРСД Лб DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лб DL *ДРСД(ПЗПІ-23-)-1; №1,05/10/2025,04:40 PM,05/10/2025,06:15 PM,*ДРСД Лб DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №1,02/15/2025,02:55 PM,02/15/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №2,02/15/2025,04:40 PM,02/15/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №3,02/22/2025,02:55 PM,02/22/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №4,02/22/2025,04:40 PM,02/22/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №5,03/01/2025,02:55 PM,03/01/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №6,03/01/2025,04:40 PM,03/01/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №7,03/08/2025,02:55 PM,03/08/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №8,03/08/2025,04:40 PM,03/08/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №9,03/15/2025,02:55 PM,03/15/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №10,03/15/2025,04:40 PM,03/15/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №11,03/22/2025,02:55 PM,03/22/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №12,03/22/2025,04:40 PM,03/22/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №13,03/29/2025,02:55 PM,03/29/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №14,03/29/2025,04:40 PM,03/29/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №15,04/12/2025,02:55 PM,04/12/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №16,04/12/2025,04:40 PM,04/12/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №17,04/19/2025,02:55 PM,04/19/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №18,04/19/2025,04:40 PM,04/19/2025,06:15 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1; №19,04/26/2025,02:55 PM,04/26/2025,04:30 PM,*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1; №1,04/05/2025,02:55 PM,04/05/2025,04:30 PM,*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1; №2,04/05/2025,04:40 PM,04/05/2025,06:15 PM,*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1; №3,05/03/2025,02:55 PM,05/03/2025,04:30 PM,*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1
*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1; №4,05/03/2025,04:40 PM,05/03/2025,06:15 PM,*ДРСД Пз DL *ДРСД(ПЗПІ-23-)-1
*ОDS Зал DL *ОDS(ПЗПІ-23-)-1; №1,06/20/2025,09:30 AM,06/20/2025,11:05 AM,*ОDS Зал DL *ОDS(ПЗПІ-23-)-1
*ОDS Пз DL *ОDS(ПЗПІ-23-)-1; №1,04/25/2025,01:10 PM,04/25/2025,02:45 PM,*ОDS Пз DL *ОDS(ПЗПІ-23-)-1
*ОРО Зал DL *ОРО(ПЗПІ-23-)-1; №1,06/09/2025,07:45 AM,06/09/2025,09:20 AM,*ОРО Зал DL *ОРО(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №1,03/21/2025,01:10 PM,03/21/2025,02:45 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №1,03/21/2025,11:15 AM,03/21/2025,12:50 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №2,04/11/2025,01:10 PM,04/11/2025,02:45 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №2,04/11/2025,11:15 AM,04/11/2025,12:50 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №3,05/02/2025,01:10 PM,05/02/2025,02:45 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №3,05/02/2025,11:15 AM,05/02/2025,12:50 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №4,05/23/2025,01:10 PM,05/23/2025,02:45 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №4,05/23/2025,11:15 AM,05/23/2025,12:50 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №5,06/06/2025,01:10 PM,06/06/2025,02:45 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1; №5,06/06/2025,11:15 AM,06/06/2025,12:50 PM,*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ВІА Лк DL *ВІА(ПЗПІ-23-)-1;*ВІА(ПЗПІ-23-)-2;*ВІА(ПЗПІ-23-)-3;*ВІА(ПЗПІ-23-)-4;*ВІА(ПЗПІ-23-)-5; №1,05/02/2025,09:30 AM,05/02/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ВІА Лк DL *ВІА(ПЗПІ-23-)-1;*ВІА(ПЗПІ-23-)-2;*ВІА(ПЗПІ-23-)-3;*ВІА(ПЗПІ-23-)-4;*ВІА(ПЗПІ-23-)-5
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №1,02/14/2025,09:30 AM,02/14/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №2,02/21/2025,09:30 AM,02/21/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №3,02/28/2025,09:30 AM,02/28/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №4,03/07/2025,09:30 AM,03/07/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №5,03/14/2025,09:30 AM,03/14/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №6,03/21/2025,09:30 AM,03/21/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №7,03/28/2025,09:30 AM,03/28/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №8,04/11/2025,09:30 AM,04/11/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №9,04/18/2025,09:30 AM,04/18/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №10,04/25/2025,09:30 AM,04/25/2025,11:05 AM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2; №11,05/09/2025,11:15 AM,05/09/2025,12:50 PM,*ОРО Лк DL *ОРО(ПЗПІ-23-)-1; *ОDS Лк DL *ОDS(ПЗПІ-23-)-1;*ОDS(ПЗПІ-23-)-2
*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1; №1,03/07/2025,01:10 PM,03/07/2025,02:45 PM,*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1
*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1; №2,03/07/2025,11:15 AM,03/07/2025,12:50 PM,*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1
*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1; №3,04/25/2025,11:15 AM,04/25/2025,12:50 PM,*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1
ІМ Екз DL, DL_1 ПЗПІ-23-1; №1,06/24/2025,07:45 AM,06/24/2025,09:20 AM,ІМ Екз DL, DL_1 ПЗПІ-23-1
ІМ Екз DL, DL_1 ПЗПІ-23-1; №2,06/24/2025,09:30 AM,06/24/2025,11:05 AM,ІМ Екз DL, DL_1 ПЗПІ-23-1
ІМ Екз DL, DL_1 ПЗПІ-23-1; №3,06/24/2025,11:15 AM,06/24/2025,12:50 PM,ІМ Екз DL, DL_1 ПЗПІ-23-1
ІМ Конс DL, DL_1 ПЗПІ-23-1; №1,06/23/2025,11:15 AM,06/23/2025,12:50 PM,ІМ Конс DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №1,03/04/2025,07:45 AM,03/04/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №2,03/04/2025,09:30 AM,03/04/2025,11:05 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №3,03/11/2025,07:45 AM,03/11/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №4,03/18/2025,07:45 AM,03/18/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №5,03/18/2025,09:30 AM,03/18/2025,11:05 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №6,03/25/2025,07:45 AM,03/25/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №7,04/01/2025,07:45 AM,04/01/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №8,04/01/2025,09:30 AM,04/01/2025,11:05 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №9,04/08/2025,07:45 AM,04/08/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №10,04/15/2025,07:45 AM,04/15/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №11,04/15/2025,09:30 AM,04/15/2025,11:05 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №12,04/22/2025,07:45 AM,04/22/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №13,04/29/2025,07:45 AM,04/29/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №14,04/29/2025,09:30 AM,04/29/2025,11:05 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №15,05/06/2025,07:45 AM,05/06/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №16,05/13/2025,07:45 AM,05/13/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №17,05/13/2025,09:30 AM,05/13/2025,11:05 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №18,05/20/2025,07:45 AM,05/20/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №19,05/27/2025,07:45 AM,05/27/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №20,05/27/2025,09:30 AM,05/27/2025,11:05 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ Пз DL, DL_1 ПЗПІ-23-1; №21,06/03/2025,07:45 AM,06/03/2025,09:20 AM,ІМ Пз DL, DL_1 ПЗПІ-23-1
ІМ1п Пз DL ПЗПІ-23-1; №1,02/11/2025,07:45 AM,02/11/2025,09:20 AM,ІМ1п Пз DL ПЗПІ-23-1
ІМ1п Пз DL ПЗПІ-23-1; №2,02/11/2025,09:30 AM,02/11/2025,11:05 AM,ІМ1п Пз DL ПЗПІ-23-1
ІМ1п Пз DL ПЗПІ-23-1; №3,02/18/2025,07:45 AM,02/18/2025,09:20 AM,ІМ1п Пз DL ПЗПІ-23-1
ІМ1п Пз DL ПЗПІ-23-1; №4,02/18/2025,09:30 AM,02/18/2025,11:05 AM,ІМ1п Пз DL ПЗПІ-23-1
ІМ2п Пз DL ПЗПІ-23-1; №1,04/02/2025,07:45 AM,04/02/2025,09:20 AM,ІМ2п Пз DL ПЗПІ-23-1
ІМ2п Пз DL ПЗПІ-23-1; №2,04/02/2025,09:30 AM,04/02/2025,11:05 AM,ІМ2п Пз DL ПЗПІ-23-1
ІМ2п Пз DL ПЗПІ-23-1; №3,04/18/2025,01:10 PM,04/18/2025,02:45 PM,ІМ2п Пз DL ПЗПІ-23-1
ІМ2п Пз DL ПЗПІ-23-1; №4,04/18/2025,11:15 AM,04/18/2025,12:50 PM,ІМ2п Пз DL ПЗПІ-23-1
ОПJа Зал DL ПЗПІ-23-1; №1,06/19/2025,11:15 AM,06/19/2025,12:50 PM,ОПJа Зал DL ПЗПІ-23-1
